# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

WHM Name,WH Name,WH ID,Address,District,State,Capacity(in MT),Registration Date,Registration Valid Upto,Contact No.,Status,Remarks
Kamlesh Mehar,Kanha Warehouse,7016280,"Survey No. 276/1,",Vidisha,Madhya Pradesh,5400,06-Feb-2025,05-Feb-2030,9754606164,Inactive,INSUFFICIENT INSURANCE
KAMLESH MEWADA,MEWADA WAREHOUSE,6916290,"VILLAGE-BHAGWANPUR,",Sehore,Madhya Pradesh,2929,20-Apr-2024,19-Jan-2029,9993852877,Inactive,INSUFFICIENT INSURANCE
kamlesh mittal,Sharda Roadlines,7119787,"Khasra No-128/1, 901,",Seoni,Madhya Pradesh,5600,28-Jul-2025,27-Jul-2030,9424868241,Inactive,INSUFFICIENT INSURANCE
Kamlesh Rai,Rai Warehouse,6753669,"Village Dhanwahi, Post Kachharwar,",Umaria,Madhya Pradesh,2250,10-Jul-2023,09-Jul-2028,7000315257,Inactive,INSUFFICIENT INSURANCE
Kamlesh Sancheti,jain Warehouse,7041486,"khasra no.68/1, 63/3, 70/4, Waraseoni",Balaghat,Madhya Pradesh,5325,19-Mar-2025,18-Mar-2030,9425797777,Inactive,INSUFFICIENT INSURANCE
KAMNA DUBEY,SHREE OM WAREHOUSE,6817746,"VILLAGE GULARPURA, TEHSIL NASRULLAGANJ",Sehore,Madhya Pradesh,4500,15-Dec-2023,14-Dec-2028,9229699642,Inactive,INSUFFICIENT INSURANCE
KAMNI JAIN,KALPTARU WAREHOUSING CORPORATION,6968762,"GRAM ANUPPUR, TEHSIL SIRONJ",Vidisha,Madhya Pradesh,5928,19-Aug-2024,18-Aug-2029,7987385797,Inactive,INSUFFICIENT INSURANCE
kanak Singh,M/S KANAK ASSOCITES,7002785,"NH-43 SHAHDOL ROAD, VILLAGE SINGHWADA",Umaria,Madhya Pradesh,2203,12-Dec-2024,11-Dec-2029,7974288290,Inactive,INSUFFICIENT INSURANCE
KANAN PATEL,PRIME MANOSHILA LOGISTICS,6821706,"VILLAGE TAJ KHAJURI,",Vidisha,Madhya Pradesh,5000,21-Dec-2023,20-Dec-2028,9617177774,Inactive,INSUFFICIENT INSURANCE
KANCHAN CHOURASIYA,Kanchan Warehouse,6879035,"Majhguwan Baylai,",Sagar,Madhya Pradesh,2957,08-Mar-2024,07-Mar-2029,9300458588,Inactive,INSUFFICIENT INSURANCE
KANCHAN RAGHUWANSHI,JAI SHREE GIRIRAJ WAREHOUSE,6754832,"KH NO 502/2 GHANA BAHEDIYA, TEHSIL- UDAIPURA",Raisen,Madhya Pradesh,4068,12-Jul-2023,11-Jul-2028,9893441072,Inactive,INSUFFICIENT INSURANCE
Kanta Sharma,Shree Kaleshwar Warehouse,6790208,"Khasra No. 24/2, Post Dastakhedi",Shajapur,Madhya Pradesh,1500,11-Oct-2023,10-Oct-2028,9993404705,Inactive,INSUFFICIENT INSURANCE
Kanti Awasthi,Kanti Awasthi Warehouse,6836910,"Nadan,",Satna,Madhya Pradesh,4791,12-Jan-2024,11-Apr-2028,9685400942,Inactive,INSUFFICIENT INSURANCE
Kanti Bai,Kanti Warehouse,6828727,"Village : Beelkhedi, Tehsil : Goharganj,, Distt. : Raisen",Raisen,Madhya Pradesh,5092,27-Dec-2023,26-Dec-2028,7415519548,Inactive,INSUFFICIENT INSURANCE
Kanti Bai,Dhanlaxmi Bhandargrih,7058944,"Near Krishi Upaj mandi, Banapura",Narmadapuram,Madhya Pradesh,3634,28-Mar-2025,27-Sep-2029,9926410451,Inactive,INSUFFICIENT INSURANCE
kanti gupta,SHRI SWAMI PRASAD WAREHOUSE,6838080,"BAMETHA ROAD, GRAM GANJ",Chhatarpur,Madhya Pradesh,800,17-Jan-2024,16-Jan-2029,9425143169,Inactive,INSUFFICIENT INSURANCE
kanti gupta,SHRI BANKE BIHARI WAREHOUSE,6821524,"BAMETHA ROAD, GRAM GANJ",Chhatarpur,Madhya Pradesh,2700,21-Dec-2023,20-Dec-2028,9425143169,Inactive,INSUFFICIENT INSURANCE
kanti gupta,Mahakaleshwar WAREHOUSE,6838171,"GRAM GANJ,",Chhatarpur,Madhya Pradesh,2850,17-Jan-2024,16-Jan-2029,9425143169,Inactive,INSUFFICIENT INSURANCE
Kanti Niranjan,Shanti Warehouse,6833040,"Village : Chak Pir Khan,,",Datia,Madhya Pradesh,2500,09-Jan-2024,08-Jan-2029,6268885930,Active,
KANTI PAL,Shri Ram Enterprises,4559256,"KH No. 36/23/2, 36/26/2/2,",Sehore,Madhya Pradesh,4500,13-Mar-2026,13-Mar-2031,9229480365,Active,
Kanti Patel,Lata Warehouse,6873905,"Village Dadhi tehsil Huzur Diss. Rewa, Rewa 486446",Rewa,Madhya Pradesh,6000,29-Feb-2024,28-Nov-2028,9039745683,Inactive,INSUFFICIENT INSURANCE
Kantilal Mandloi,Shri Sai Warehouse,6815856,"Village Siroliya,",Dewas,Madhya Pradesh,3525,13-Dec-2023,12-Dec-2028,9926555599,Inactive,INSUFFICIENT INSURANCE
KANTISHIVA INFRASTRUCTURE COMPANY,KANTISHIVA INFRASTUCTURE COMPANY,6817381,"N.H.69, N.H.69",Betul,Madhya Pradesh,11371,15-Dec-2023,14-Dec-2028,8839710789,Active,
Kapil Raghuwanshi,Shri Leela Warehouse,6663033,"Survey No. 53,",Vidisha,Madhya Pradesh,3000,13-Dec-2022,12-Dec-2027,8719897568,Inactive,INSUFFICIENT INSURANCE
Kapil Tank,Omkar Warehouse,7072895,"Village : Asawta,, Tehsil : Badnagar,",Ujjain,Madhya Pradesh,4104,22-Apr-2025,21-Apr-2030,9926835155,Inactive,INSUFFICIENT INSURANCE
KARAN PATEL,PRAKHAR WAREHOUSE,7095128,"VILLAGE GADA, TEHSIL BAHORIBAND",Katni,Madhya Pradesh,2053,26-May-2025,25-May-2030,9669718120,Inactive,INSUFFICIENT INSURANCE
Karnika Singh,M/S Annpurna Warehouse,4562638,"SH-11 Umaria To Manpur Road, Village Baderi Post Baderi Umaria",Umaria,Madhya Pradesh,3400,31-Mar-2026,31-Mar-2031,8989774499,Inactive,INSUFFICIENT INSURANCE
Karuna Choubey,Pujari Ji Warehouse,7088826,"Bhagat Singh ward, grahakota-Bamhori-khera,",Sagar,Madhya Pradesh,3399,14-May-2025,13-May-2030,7974065272,Inactive,INSUFFICIENT INSURANCE
KARUNA TOMAR,KISHAN WAREHOUSE,6588339,"VILLAGE RAMPUR, SIRONJ ROAD, ARON DIST GUNA MADHYA PRADESH 473101",Guna,Madhya Pradesh,5925,01-Jun-2022,30-May-2027,9981964237,Suspended,Instructions from WDRA
karuna tomar,KISHAN WARE HOUSE,6736839,"RAMGARH DALIPURA ROAD, BHANDER",Datia,Madhya Pradesh,5747,14-Jun-2023,13-Jun-2028,9981964237,Active,
KARUNA TOMAR,kishan warehouse,6759153,"ramgarh road, bhander",Datia,Madhya Pradesh,3179,19-Jul-2023,18-Jul-2028,9981964237,Suspended,Instructions from WDRA
Kashish Farooqui,Kashish Warehouse 2,6740161,"Unit 2, Khasra No. 256/1, 256/2/2/2,",Bhopal,Madhya Pradesh,5000,19-Jun-2023,18-Jun-2028,9977404455,Inactive,INSUFFICIENT INSURANCE
Kashish Farooqui,Kashish Warehouse 1,6734404,"Unit 1, Khasra No. 256/1, 256/2/2/2,",Bhopal,Madhya Pradesh,5692,12-Jun-2023,11-Mar-2028,9977404455,Inactive,INSUFFICIENT INSURANCE
Kashish Sachdev,Shri Indra Warehouse,7094220,"Gram Pipariya Nayak, Kuvarpur, Teshil Damayanti nagar",Damoh,Madhya Pradesh,1647,26-May-2025,25-May-2030,7898544168,Inactive,INSUFFICIENT INSURANCE
KAUSHAL KOTHAR,KOTHAR WAREHOUSE,6794796,"TARAGANJ, SARANGPUR",Rajgarh,Madhya Pradesh,5818,27-Oct-2023,26-Oct-2028,9425444431,Inactive,INSUFFICIENT INSURANCE
Kaushal Rajput,ADISHAKTI WAREHOUSE,6693998,"Gram Bhonra , Block Bamori, Guna Fatehgarh Road",Guna,Madhya Pradesh,5602,07-Mar-2023,06-Mar-2028,9425941222,Active,
KAUSHAL SHARMA,NARAYANI STATE WAREHOUSE,6915037,"GRAM- UDOTPURA ATER ROAD,",Bhind,Madhya Pradesh,3906,16-Apr-2024,15-Apr-2029,9826217571,Inactive,INSUFFICIENT INSURANCE
kaushalya patidar,M/S SARJU DEVI WAREHOUSE,6925291,"KHASRA NO 62/1/1/1, VILL. KEERAT NAGAR",Raisen,Madhya Pradesh,5000,03-May-2024,02-May-2029,9893449497,Inactive,INSUFFICIENT INSURANCE
Kaushalya Thakur,Amrit Warehouse,6772651,"Village Pagariya Ram, Ashta",Sehore,Madhya Pradesh,3174,21-Aug-2023,20-Aug-2028,9993680008,Inactive,INSUFFICIENT INSURANCE
Kaushilya Kurmi,Gourishankar Chaudhary Warehouse,6952741,"Village And Post Chhulla PIN- 470232,",Sagar,Madhya Pradesh,3542,28-Jun-2024,27-Mar-2029,9584150207,Inactive,INSUFFICIENT INSURANCE
Kaveri Cold Storage,KAVERI COLD STORAGE,7168925,"254, VILLAGE-SATAJNA, NEAR NACHAN DERI,",Khargone (West Nimar),Madhya Pradesh,10772,10-Nov-2025,09-Nov-2030,9425928535,Active,
Kaveri Mercantile,KAVERI MARKENTILE WAREHOUSING UNIT,7105117,"Pandhana Road, Village-Sirpur,",Khandwa (East Nimar),Madhya Pradesh,5436,23-Jun-2025,22-Jun-2030,9425085148,Active,
Kavita Agrwal,Agrawal Warehousing,7073794,"Village : Kahariya,, Tehsil : Seoni Malwa,",Narmadapuram,Madhya Pradesh,4977,22-Apr-2025,21-Apr-2030,8223897484,Inactive,INSUFFICIENT INSURANCE
Kavita Chauhan,Kavita Singh Warehouse,6810279,"Khasra No 702/2, Village Shyamripurwa, RI Circul B",Chhatarpur,Madhya Pradesh,3469,07-Dec-2023,06-Dec-2028,7879655292,Inactive,INSUFFICIENT INSURANCE
KAVITA MAHESHWARI,M/s SHRI BALAJI WAREHOUSE,6898209,"KH NO 519/2/3/1 VILL- GADHI, TEHSIL- GAIRATGANJ",Raisen,Madhya Pradesh,4891,30-Mar-2024,29-Mar-2029,9993154399,Inactive,INSUFFICIENT INSURANCE
KAVITA MISHRA,M/S MAA NARMADA WARE HOUSE,6953012,"PIPORAKALAN CHHATARPUR [MP], ISHANAGAR ROAD",Chhatarpur,Madhya Pradesh,2721,01-Jul-2024,30-Jun-2029,9425364075,Inactive,INSUFFICIENT INSURANCE
KAVITA MISHRA,M/S: RAWATPURA SARKAR WAREHOUSE,6954721,"LAND KHASRA NO.1116/6 & 1114/1/GA MOJA PIPORA KALA HALKA NO 40 TEHSIL CHHATARPUR, DISTT CHHATARPUR",Chhatarpur,Madhya Pradesh,2800,04-Jul-2024,03-Jul-2029,9425364075,Inactive,INSUFFICIENT INSURANCE
KAVITA PATIDAR,M/S MAA ANNAPURNA WAREHOUSE,6855902,"Jharkheda, Sehore",Sehore,Madhya Pradesh,5004,08-Feb-2024,07-Feb-2029,9993191837,Inactive,INSUFFICIENT INSURANCE
KAVITA PATIDAR,M/S MAA ANNAPURNA WAREHOUSE UNIT - 2,6964712,"Jharkheda, Sehore",Sehore,Madhya Pradesh,3339,01-Aug-2024,31-Jul-2029,9993191837,Inactive,INSUFFICIENT INSURANCE
KAVITA PATIDAR,Lalta Logistics,6992978,"Khasra 22/3/1/2,",Sehore,Madhya Pradesh,5000,12-Nov-2024,11-Feb-2029,7000532521,Inactive,INSUFFICIENT INSURANCE
KAVITA RAGHUWANSHI,SHANKAR WAREHOUSE,6944557,"GRAM CHHBARA,",Raisen,Madhya Pradesh,4039,17-Jun-2024,16-Dec-2028,9755707001,Inactive,INSUFFICIENT INSURANCE
KAVITA RATHORE,PATEL WAREHOUSE,7167034,"AT GRAM AATHWAMIL BASPANI, BETUL",Betul,Madhya Pradesh,5256,31-Oct-2025,30-Apr-2030,9425008019,Inactive,INSUFFICIENT INSURANCE
KAVITA THAKUR,SHREE RAM WAREHOUSE,4563574,"KH NO 235/1/4 VILL- MANKAPUR TEHSIL- BADI, DIST- RAISEN",Raisen,Madhya Pradesh,5000,15-Apr-2026,15-Apr-2031,9174910025,Inactive,INSUFFICIENT INSURANCE
Kayyum Khan,Mona Warehouse,6827463,"Village : Gardijhawariya,,",Dewas,Madhya Pradesh,4805,26-Dec-2023,25-Dec-2028,9893447103,Inactive,INSUFFICIENT INSURANCE
KEHKASHA REHMAN,SAMADHAN WAREHOUSE,6957336,"GRAM BARKHEDA KHARET, TEH SHYAMPUR",Sehore,Madhya Pradesh,7734,12-Jul-2024,11-Jul-2029,9981365880,Inactive,INSUFFICIENT INSURANCE
Keshar Patel,Keshwanand warehouse,6839708,"Khairi Pali Tehsil Saikhed PH NO 27 NB 256,",Narsimhapur,Madhya Pradesh,5661,18-Jan-2024,17-Jan-2029,9893402173,Inactive,INSUFFICIENT INSURANCE
KESHAV LODHI,MAA NARMADA WAREHOUSE,6874895,"KN 654/2/3/2, VILLAGE MACHA, TEHSIL SOHAGPUR, DIST HOSHANGABAD,",Narmadapuram,Madhya Pradesh,5156,29-Feb-2024,28-Feb-2029,8839397996,Inactive,INSUFFICIENT INSURANCE
KESHRI GURJAR,KESHRI WAREHOUSE,6862569,"VILLAGE BARRI CHHEERKHEDA, TEHSIL BERASIA",Bhopal,Madhya Pradesh,3018,15-Feb-2024,14-Feb-2029,9329525334,Inactive,INSUFFICIENT INSURANCE
Keshu Warehouse,Keshu Warehouse,7430034,"Village - Narwar,, Tehsil - Ujjain,",Ujjain,Madhya Pradesh,9997,08-Mar-2024,07-Mar-2029,9424017018,Inactive,INSUFFICIENT INSURANCE
KHALIL ALI,AGRICULTURE WAREHOUSE,6952477,"GRAM RATANPUR TEHSIL RAISEN, GRAM RATANPUR",Raisen,Madhya Pradesh,5625,27-Jun-2024,26-Mar-2029,7000845948,Inactive,INSUFFICIENT INSURANCE
KHUMAN DHAKAD,SIDDHARTH MARKETING,6880116,"VILL- BHONDIYA TEHSIL- BARELI,",Raisen,Madhya Pradesh,2080,08-Mar-2024,07-Mar-2029,9617222798,Inactive,INSUFFICIENT INSURANCE
Khushlata Rajput,Gurukripa Warehouse,7190887,"vill-batesara,",Narsimhapur,Madhya Pradesh,3420,19-Jan-2026,18-Jan-2031,9425169299,Active,
KIRAN AGRAWAL,JEEN WAREHOUSE,6803431,"VILLAGE KODAJHIRI, TEHSIL KURAI",Seoni,Madhya Pradesh,5500,14-Nov-2023,13-Nov-2028,7697353232,Inactive,INSUFFICIENT INSURANCE
Kiran Bai,Shree Jagannath Puram Warehouse,6772297,"Village : Mortha Malothar,,",Shajapur,Madhya Pradesh,3000,20-Aug-2023,19-Aug-2028,9300948177,Inactive,INSUFFICIENT INSURANCE
KIRAN BHARDWAJ,SHREE SANT BUKHARDAS BABA WAREHOUSE,6843213,"KH NO 13/1/1 DOTKHEDA TEH HARSUD DITT KHANDWA,",Khandwa (East Nimar),Madhya Pradesh,2764,20-Jan-2024,19-Jan-2029,9098888959,Inactive,INSUFFICIENT INSURANCE
KIRAN choudhary,choudhary warehouse,7137698,"near shanti kunj garoth road shamgarh, near shanti kunj garoth road shamgarh",Mandsaur,Madhya Pradesh,5056,25-Aug-2025,24-Aug-2030,8269320586,Inactive,INSUFFICIENT INSURANCE
KIRAN CHOUDHARY,KIRAN WAREHOUSE,6889026,"KHARGONE ROAD, INFORNT OF NEELKAMAL TALKIES,, ROOPKHEDA, SANAWAD",Khargone (West Nimar),Madhya Pradesh,1954,18-Mar-2024,17-Mar-2029,9826537555,Inactive,INSUFFICIENT INSURANCE
Kiran Dhoot,Kiran Warehouse Unit 1,6635221,"Village Barkheda Hasan,",Sehore,Madhya Pradesh,1860,26-Sep-2022,25-Sep-2027,9893329946,Inactive,INSUFFICIENT INSURANCE
Kiran Gupta,Madhav Warehousing Corporation,4580238,"Village : Amlawati,, Tehsil : Dewas,",Dewas,Madhya Pradesh,5000,31-Aug-2026,31-Aug-2031,9752533114,Active,
Kiran Jain,Aadinath Agro Marketing,7490016,"Village Rampura Khurd,",Raisen,Madhya Pradesh,4201,18-Dec-2023,19-Nov-2028,9981168274,Inactive,INSUFFICIENT INSURANCE
KIRAN JHA,GANESH WAREHOUSE,6791644,"KALIAHIDI, SHOBHAPUR",Narmadapuram,Madhya Pradesh,5018,16-Oct-2023,15-Oct-2028,9630141192,Inactive,INSUFFICIENT INSURANCE
Kiran Meena,LALITA SHANKAR WAREHOUSE,6732697,"KH NO 50/1 BUDHWADA KAJALKHEDI , ROAD VILL KAJALKHEDI TEBABAI, DIST NARAMADAPURAM,",Narmadapuram,Madhya Pradesh,5598,07-Jun-2023,06-Jun-2028,9425374817,Inactive,INSUFFICIENT INSURANCE
KIRAN NAHAR,RATNARAJ WAREHOUSE,7155153,"DASAI,",Dhar,Madhya Pradesh,5763,26-Sep-2025,25-Sep-2030,9424028880,Inactive,INSUFFICIENT INSURANCE
Kiran Patel,Shree Ganga Sukh Sagar Patel Warehouse,6727200,"Village Banada,",Narmadapuram,Madhya Pradesh,4539,01-Jun-2023,31-May-2028,9926315656,Inactive,INSUFFICIENT INSURANCE
Kiran Pathak,Maa Geeta Warehouse,6757892,"Village : Dudugaon,",Narmadapuram,Madhya Pradesh,5065,17-Jul-2023,16-Jul-2028,9425082222,Inactive,INSUFFICIENT INSURANCE
Kiran Rathi,MDR Agro,6860761,"Village Thala, Khargone, Bareli Dist Raisen",Raisen,Madhya Pradesh,5000,14-Feb-2024,13-Feb-2029,7354900123,Active,
KIRAN SONI,M L WAREHOUSE,6933840,"VILLAGE SADALATPUR, TEHSIL RAISEN",Raisen,Madhya Pradesh,5000,28-May-2024,27-Feb-2029,9981747772,Inactive,INSUFFICIENT INSURANCE
Kiran Thakur,Sarla Warehouse,6890016,"Village : Sekra Jagir,, Tehsil : Dabra,",Gwalior,Madhya Pradesh,8966,21-Mar-2024,20-Mar-2029,9425110781,Inactive,INSUFFICIENT INSURANCE
KIRAN TIWARI,SHRI KRISHNA WAREHOUSE,6920433,"VILLAGE KHAIRHAN, POST SADAHANA",Rewa,Madhya Pradesh,8400,24-Apr-2024,23-Apr-2029,6260246833,Active,
Kirtan Vyas,SHRI RAM WAREHOUSE,6744841,"Village : Baroda (Chedi),",Jabalpur,Madhya Pradesh,5000,24-Jun-2023,23-Jun-2028,7471165477,Inactive,INSUFFICIENT INSURANCE
Kirti Goydani,Samriddhi Agro Foods,6776520,"KHAPARKHEDA,",Narmadapuram,Madhya Pradesh,5765,29-Aug-2023,28-May-2028,8269471111,Inactive,INSUFFICIENT INSURANCE
Kirti Jat,Maa Narmada Warehouse,6784623,"Village Khacharod,",Sehore,Madhya Pradesh,4485,25-Sep-2023,24-Sep-2028,9926668083,Inactive,INSUFFICIENT INSURANCE
Kirti Ladda,Sanskaar Warehouse,9390011,"Agar Road,",Shajapur,Madhya Pradesh,5000,20-Apr-2024,19-Apr-2029,9993033174,Inactive,INSUFFICIENT INSURANCE
Kirti Paliwal,Maa Saraswati Warehouse,6755193,"Khasra No. 1627/2,",Narmadapuram,Madhya Pradesh,5600,12-Jul-2023,11-Jul-2028,7999673672,Inactive,INSUFFICIENT INSURANCE
KIRTI SANODIYA,MAA SHARDA WAREHOUSE,6733778,"NARELA, NARELA",Seoni,Madhya Pradesh,13000,12-Jun-2023,11-Jun-2028,8305592313,Inactive,INSUFFICIENT INSURANCE
Kirti Singh,Sangamm Warehouse,7039506,"Khasra No.51, P.H No-36 S.No-71, mandla tehsil katangi",Mandla,Madhya Pradesh,18440,17-Mar-2025,16-Mar-2030,9425081484,Inactive,INSUFFICIENT INSURANCE
Kirti Yadav,Shree Ram Warehouse,6734495,"Khasra No-229/1 Patwari Halka No-13, Mouza Malkakhedi",Narmadapuram,Madhya Pradesh,3550,12-Jun-2023,11-Jun-2028,9826038558,Inactive,INSUFFICIENT INSURANCE
Kisan Warehouse,Kisan Warehouse,6939870,"Khasra No. 622/2/2,",Dewas,Madhya Pradesh,5800,09-Jun-2024,08-Mar-2029,8889997260,Inactive,INSUFFICIENT INSURANCE
KISHAN YADAV,Kamladevi Warehouse,6914949,"Village : Toda Kareree,,",Shivpuri,Madhya Pradesh,4979,16-Apr-2024,15-Apr-2029,9926517120,Inactive,INSUFFICIENT INSURANCE
KMBSSM Warehouse,KMBSSM Warehouse,7053549,"Gram Deepgoankala, tehsil- Sirali",Harda,Madhya Pradesh,494,26-Mar-2025,25-Mar-2030,9826350628,Inactive,INSUFFICIENT INSURANCE
Kolinja Warehouse,Kolinja Warehouse,6915391,"Village : Kolinja,,",Vidisha,Madhya Pradesh,4977,18-Apr-2024,17-Apr-2029,9407089190,Inactive,INSUFFICIENT INSURANCE
Komal Gilani,Maa Shakti Warehouse,4558356,"Survey No. 209/1, PH No-40, Vill- bagwaj, Teh. Suthaliya",Rajgarh,Madhya Pradesh,2898,25-Feb-2026,25-Feb-2031,9981692541,Active,
KOMAL RAJPUT,MARUTI WAREHOUSE,6785703,"BAKHARI ROAD, BANDOL",Seoni,Madhya Pradesh,5500,26-Sep-2023,25-Mar-2028,9425898889,Inactive,INSUFFICIENT INSURANCE
koshaliya mandliya,SREE LAXMINATH WAREHOUSE,6904056,"DHABLA MANOHAR (BABULDA), TEH. BHANPURA DIS. MANDSAUR",Mandsaur,Madhya Pradesh,3102,02-Apr-2024,01-Apr-2029,7354365711,Inactive,INSUFFICIENT INSURANCE
KR LOGISTICS,KR LOGISTICS,6819361,"KHASRA NO. 163/1/1/2, 169,170,171,172,163/1/3/2",Sehore,Madhya Pradesh,5000,20-Dec-2023,19-Dec-2028,9993389369,Inactive,INSUFFICIENT INSURANCE
KRANTI GHOSHI,Kamlesh Warehouse,7154974,"Gram Khriya, Singhpur road",Narsimhapur,Madhya Pradesh,2726,26-Sep-2025,25-Sep-2030,9424643139,Active,
KRANTI SILAWAT,SHRI VRANDAVAN PANDA WAREHOUSE,7126089,"Khasra no.512/1/1,512/1/2,Village Nayagaon, Badguwa Road",Narsimhapur,Madhya Pradesh,5000,08-Aug-2025,07-Aug-2030,9981673477,Inactive,INSUFFICIENT INSURANCE
KRATI SHARMA,SHREE RAMA KANHAIYA WAREHOUSE,6872105,"VILLAGE KUNDA BLOCK NALCHHA TEH, VILLAGE KUNDA BLOCK NALCHHA TEH",Dhar,Madhya Pradesh,3402,26-Feb-2024,25-Feb-2029,9425011041,Inactive,INSUFFICIENT INSURANCE
Kripa Kherwa,Maa Rewa Warehouse,6884795,"Khasra No. 51,",Dewas,Madhya Pradesh,5000,14-Mar-2024,13-Mar-2029,9977506115,Inactive,INSUFFICIENT INSURANCE
Krishna Agarwal,Maa Keladevi Warehouse,6860498,"Village- Akbaibadi, Tehsil - Dabra , Distt- Gwalior,",Gwalior,Madhya Pradesh,5000,14-Feb-2024,13-Nov-2028,7489420543,Active,
KRISHNA AGRAWAL,BHARAT WAREHOUSE,7027808,"KHASRA NO.108/2 GRAM AHIRKHEDI, TAHSIL SIRONJ",Vidisha,Madhya Pradesh,5963,28-Feb-2025,27-Nov-2029,9826249359,Inactive,INSUFFICIENT INSURANCE
Krishna Agro Park,Krishna Agro Park,7731707,"Harda Timarni Road, Timarni",Harda,Madhya Pradesh,6495,28-Nov-2025,27-May-2030,9826846600,Active,
Krishna Agro Warehouse,Krishna Agro Warehouse,8010032,"Near Jhansi Road Chungi,",Gwalior,Madhya Pradesh,29990,20-Jan-2024,04-Mar-2029,9826081711,Active,
KRISHNA BAI,KRISHNA WAREHOUSE,6788582,"PADANA, SARANGPUR",Rajgarh,Madhya Pradesh,2871,06-Oct-2023,05-Oct-2028,8719857592,Inactive,INSUFFICIENT INSURANCE
Krishna Bai,Radha and Krishna Warehouse,6630545,"Unit 1 & Unit 2, Sr. No. 669, A B Road, Near Toll Plaza",Rajgarh,Madhya Pradesh,8700,16-Sep-2022,15-Mar-2027,9977996899,Inactive,INSUFFICIENT INSURANCE
krishna bai jat,Hari Krishna Warehouse,6735302,"Village : Banada,,",Narmadapuram,Madhya Pradesh,5032,13-Jun-2023,12-Jun-2028,8959992535,Inactive,INSUFFICIENT INSURANCE
KRISHNA CHOUBEY,M/S DWARIKA WAREHOUSE,6935282,"Shri Dwarika Warehouse Compound, Badera Purwa Marg, Khoonp, Mahoba Road , Chhatarpur,",Chhatarpur,Madhya Pradesh,2250,30-May-2024,29-May-2029,9109840256,Active,
Krishna Devi,DAIVIK WAREHOUSE AND LOGISTICS,6840789,"283/2 BADAGAON,",Vidisha,Madhya Pradesh,4953,18-Jan-2024,17-Jan-2029,7999709157,Inactive,INSUFFICIENT INSURANCE
Krishna Kumar Gupta,K K Warehousing Corporation,7023849,"NH-43 KATNI RAOD BHAOULA,",Umaria,Madhya Pradesh,31720,21-Feb-2025,20-Feb-2030,9425180784,Inactive,INSUFFICIENT INSURANCE
Krishna Kunj Warehouse,M/s Krishna Kunj Warehouse,6834931,"Khasra No. 201/1/1,",Dewas,Madhya Pradesh,4998,11-Jan-2024,10-Oct-2028,8269646419,Inactive,INSUFFICIENT INSURANCE
Krishna Meena,M/s Arya Logistics Warehouse,7035900,"Ghat Bamuriya Mungaoli Road, village Khutiya Bamrop",Ashoknagar,Madhya Pradesh,5000,11-Mar-2025,10-Mar-2030,9630938506,Inactive,INSUFFICIENT INSURANCE
Krishna Meena,M/s Arya Warehousing Company,7035454,"137/2  Bamori Silwani Road,",Raisen,Madhya Pradesh,5000,11-Mar-2025,10-Mar-2030,9630938506,Inactive,INSUFFICIENT INSURANCE
Krishna Patel,Shrinathji Warehouse,6831515,"Village : Baijagwada,,",Dewas,Madhya Pradesh,5000,04-Jan-2024,03-Jan-2029,9926598444,Inactive,INSUFFICIENT INSURANCE
Krishna Patel,Shree krishna Warehouse,7035637,"Ph.No.85 & Kh. No.368/2/2/1, At Gram Amalpura, Tehsil",Khandwa (East Nimar),Madhya Pradesh,1875,11-Mar-2025,10-Mar-2030,9993788876,Inactive,INSUFFICIENT INSURANCE
Krishna Patidar,Hare Krishna Warehouse,6821078,"NH46, Bhopal Kurawar Road Near Kaka Dhaba Doraha Jod Village Doraha, Tehsil : Shyampur Distt. : Sehore, MP",Sehore,Madhya Pradesh,2327,21-Dec-2023,20-Dec-2028,9713849149,Inactive,INSUFFICIENT INSURANCE
Krishna Patidar,Maa Vijayasan Warehouse,6966691,"Village. Jatakheda, Teh. Sehore",Sehore,Madhya Pradesh,5600,13-Aug-2024,12-Feb-2029,9826167239,Inactive,INSUFFICIENT INSURANCE
Krishna Porwal,Krishna Warehouse,6958771,"Village : Suwasara,,",Mandsaur,Madhya Pradesh,4800,12-Jul-2024,11-Jul-2029,9425923342,Inactive,INSUFFICIENT INSURANCE
krishna Rajput,Jai Maa Harsiddhi Kissan Kendra,6860589,"Post Patlawda,",Shajapur,Madhya Pradesh,5000,14-Feb-2024,13-Aug-2028,9926236867,Inactive,INSUFFICIENT INSURANCE
KRISHNA SHARMA,M/S KRISHNA WAREHOUSE,6812978,"SIMARIYA ROAD,",Panna,Madhya Pradesh,2334,11-Dec-2023,10-Jun-2028,9981941414,Inactive,INSUFFICIENT INSURANCE
Krishna Shivhare,Shree Chhatreshwari Sheetla Sarkar Warehouse,6976682,"Village : Pingleshwar,,",Ujjain,Madhya Pradesh,2968,12-Sep-2024,11-Sep-2029,9425332366,Inactive,INSUFFICIENT INSURANCE
KRISHNA TEKAM,SHRI KRISHNA WAREHOUSE,6783005,"VILLAGE BADAGAON MANNI TIRAHA, BILAHRI ROAD RITHI KATNI",Katni,Madhya Pradesh,3234,19-Sep-2023,18-Sep-2028,8821855488,Inactive,INSUFFICIENT INSURANCE
